base,seed,kind,format,applied,vocab,expect,exit_code,outcome_ok,identical,planted,orig_found,found,decoys,orig_decoys_accused,decoys_accused,validator_vs_mutated,validator_compatible_expected,validator_vs_export,precision_lost,missed_outside_disabled,structure_status,disabled_schemes,low_confidence,llm_assist_calls,deterministic,error_message
seed_502,502,drop_optional,sqlite,drop_optional,heldout,degraded,0,True,False,3,3,2,8,0,0,pass,True,pass,,,adapted,kickback,0,0,True,
seed_502,502,drop_required,sqlite,drop_required,heldout,error,2,True,,3,3,,8,0,,,,,,,,,,,,"error: estate structure: required fields invoices.issuer_rfc could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc"
seed_502,502,none,csv_dir,-,heldout,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_502,502,none,csv_messy,-,heldout,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_502,502,none,csv_bom_tab,-,heldout,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_502,502,none,csv_zip,-,heldout,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_502,502,none,xlsx,-,heldout,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_502,502,none,xlsx_messy,-,heldout,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_502,502,none,xlsx_zip,-,heldout,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_502,502,none,xlsx_numeric_clabe,-,heldout,degraded,0,True,False,3,3,2,8,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=221;bank_txns.to_clabe=221;employees.bank_clabe=22;vendors.bank_clabe=41,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_502,502,none,single_csv,-,heldout,degraded,0,True,False,3,3,0,8,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
seed_503,503,rename_tables,sqlite,rename_tables,heldout,identical,0,True,True,5,5,5,6,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_503,503,rename_columns,sqlite,rename_columns,heldout,identical,0,False,False,5,5,4,6,0,0,crash,False,pass,,,adapted,threshold_splitting,2,0,True,
seed_503,503,reorder_columns,sqlite,reorder_columns,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_503,503,extra_columns,sqlite,extra_columns,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,date_formats,sqlite,date_formats,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,amount_text,sqlite,amount_text,heldout,identical,0,True,True,5,5,5,6,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_503,503,status_alternates,sqlite,status_alternates,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,rfc_prefix,sqlite,rfc_prefix,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,emp_id_format,sqlite,emp_id_format,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_503,503,emp_ref_format,sqlite,emp_ref_format,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,clabe_numeric,sqlite,clabe_numeric,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,null_tokens,sqlite,null_tokens,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,id_formats,sqlite,id_formats,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_503,503,combo,sqlite,emp_id_format+id_formats+rename_columns+reorder_columns,heldout,identical,0,False,False,5,5,1,6,0,0,crash,False,pass,,,adapted,phantom_vendor;round_tripping;threshold_splitting;revenue_inflation,1,0,True,
seed_503,503,drop_optional,sqlite,drop_optional,heldout,degraded,0,True,False,5,5,4,6,0,0,pass,True,pass,,,adapted,kickback,0,0,True,
seed_503,503,drop_required,sqlite,drop_required,heldout,error,2,True,,5,5,,6,0,,,,,,,,,,,,"error: estate structure: required fields invoices.issuer_rfc could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc"
seed_503,503,none,csv_dir,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_503,503,none,csv_messy,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_503,503,none,csv_bom_tab,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_503,503,none,csv_zip,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_503,503,none,xlsx,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_503,503,none,xlsx_messy,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_503,503,none,xlsx_zip,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_503,503,none,xlsx_numeric_clabe,-,heldout,degraded,0,True,False,5,5,2,6,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=217;bank_txns.to_clabe=217;employees.bank_clabe=22;vendors.bank_clabe=40,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_503,503,none,single_csv,-,heldout,degraded,0,True,False,5,5,0,6,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
seed_504,504,rename_tables,sqlite,rename_tables,heldout,identical,0,True,True,5,5,5,6,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_504,504,rename_columns,sqlite,rename_columns,heldout,identical,0,False,False,5,5,3,6,0,0,crash,False,pass,,revenue_inflation,adapted,kickback,1,0,True,
seed_504,504,reorder_columns,sqlite,reorder_columns,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_504,504,extra_columns,sqlite,extra_columns,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,date_formats,sqlite,date_formats,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,amount_text,sqlite,amount_text,heldout,identical,0,True,True,5,5,5,6,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_504,504,status_alternates,sqlite,status_alternates,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,rfc_prefix,sqlite,rfc_prefix,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,emp_id_format,sqlite,emp_id_format,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_504,504,emp_ref_format,sqlite,emp_ref_format,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,clabe_numeric,sqlite,clabe_numeric,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,null_tokens,sqlite,null_tokens,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,id_formats,sqlite,id_formats,heldout,identical,0,True,True,5,5,5,6,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_504,504,combo,sqlite,amount_text+rfc_prefix+emp_id_format+rename_tables+extra_columns,heldout,identical,0,True,True,5,5,5,6,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_504,504,drop_optional,sqlite,drop_optional,heldout,degraded,0,True,False,5,5,3,6,0,0,pass,False,pass,,,adapted,phantom_vendor;threshold_splitting,0,0,True,
seed_504,504,drop_required,sqlite,drop_required,heldout,error,2,True,,5,5,,6,0,,,,,,,,,,,,"error: estate structure: required fields invoices.uuid, invoices.issuer_rfc, invoices.receiver_rfc, invoices.issue_date, invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clab"
seed_504,504,none,csv_dir,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_504,504,none,csv_messy,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_504,504,none,csv_bom_tab,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_504,504,none,csv_zip,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_504,504,none,xlsx,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_504,504,none,xlsx_messy,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_504,504,none,xlsx_zip,-,heldout,identical,0,True,True,5,5,5,6,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_504,504,none,xlsx_numeric_clabe,-,heldout,degraded,0,True,False,5,5,2,6,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=224;bank_txns.to_clabe=224;employees.bank_clabe=22;vendors.bank_clabe=41,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_504,504,none,single_csv,-,heldout,degraded,0,True,False,5,5,0,6,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
seed_505,505,rename_tables,sqlite,rename_tables,heldout,identical,0,True,True,5,5,5,9,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_505,505,rename_columns,sqlite,rename_columns,heldout,identical,0,False,False,5,5,4,9,0,0,crash,False,pass,,,adapted,threshold_splitting,2,0,True,
seed_505,505,reorder_columns,sqlite,reorder_columns,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_505,505,extra_columns,sqlite,extra_columns,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,date_formats,sqlite,date_formats,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,amount_text,sqlite,amount_text,heldout,identical,0,True,True,5,5,5,9,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_505,505,status_alternates,sqlite,status_alternates,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,rfc_prefix,sqlite,rfc_prefix,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,emp_id_format,sqlite,emp_id_format,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_505,505,emp_ref_format,sqlite,emp_ref_format,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,clabe_numeric,sqlite,clabe_numeric,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,null_tokens,sqlite,null_tokens,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,id_formats,sqlite,id_formats,heldout,identical,0,True,True,5,5,5,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_505,505,combo,sqlite,amount_text+rfc_prefix+id_formats+rename_columns+reorder_columns,heldout,identical,0,False,False,5,5,1,9,0,0,crash,False,pass,,,adapted,phantom_vendor;kickback;round_tripping;revenue_inflation,0,0,True,
seed_505,505,drop_optional,sqlite,drop_optional,heldout,degraded,0,True,False,5,5,4,9,0,0,pass,True,pass,,,adapted,kickback,0,0,True,
seed_505,505,drop_required,sqlite,drop_required,heldout,error,2,True,,5,5,,9,0,,,,,,,,,,,,"error: estate structure: required fields invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc, sta"
seed_505,505,none,csv_dir,-,heldout,identical,0,True,True,5,5,5,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_505,505,none,csv_messy,-,heldout,identical,0,True,True,5,5,5,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_505,505,none,csv_bom_tab,-,heldout,identical,0,True,True,5,5,5,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_505,505,none,csv_zip,-,heldout,identical,0,True,True,5,5,5,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_505,505,none,xlsx,-,heldout,identical,0,True,True,5,5,5,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_505,505,none,xlsx_messy,-,heldout,identical,0,True,True,5,5,5,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_505,505,none,xlsx_zip,-,heldout,identical,0,True,True,5,5,5,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_505,505,none,xlsx_numeric_clabe,-,heldout,degraded,0,True,False,5,5,2,9,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=246;bank_txns.to_clabe=246;employees.bank_clabe=22;vendors.bank_clabe=43,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_505,505,none,single_csv,-,heldout,degraded,0,True,False,5,5,0,9,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
variants_506,506,rename_tables,sqlite,rename_tables,heldout,identical,0,True,True,4,4,4,8,0,0,fail,False,pass,,,adapted,,0,0,True,
variants_506,506,rename_columns,sqlite,rename_columns,heldout,identical,0,False,False,4,4,3,8,0,0,crash,False,pass,,revenue_inflation,adapted,,2,0,True,
variants_506,506,reorder_columns,sqlite,reorder_columns,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_506,506,extra_columns,sqlite,extra_columns,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_506,506,date_formats,sqlite,date_formats,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_506,506,amount_text,sqlite,amount_text,heldout,identical,0,True,True,4,4,4,8,0,0,crash,False,pass,,,adapted,,0,0,True,
variants_506,506,status_alternates,sqlite,status_alternates,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_506,506,rfc_prefix,sqlite,rfc_prefix,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_506,506,emp_id_format,sqlite,emp_id_format,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_506,506,emp_ref_format,sqlite,emp_ref_format,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_506,506,clabe_numeric,sqlite,clabe_numeric,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_506,506,null_tokens,sqlite,null_tokens,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_506,506,id_formats,sqlite,id_formats,heldout,identical,0,True,True,4,4,4,8,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_506,506,combo,sqlite,emp_ref_format+clabe_numeric+id_formats+rename_tables+extra_columns,heldout,identical,0,True,True,4,4,4,8,0,0,fail,False,pass,,,adapted,,0,0,True,
variants_506,506,drop_optional,sqlite,drop_optional,heldout,degraded,0,True,False,4,4,3,8,0,0,pass,True,pass,,,adapted,revenue_inflation,0,0,True,
variants_506,506,drop_required,sqlite,drop_required,heldout,error,2,True,,4,4,,8,0,,,,,,,,,,,,"error: estate structure: required fields invoices.uuid, invoices.issuer_rfc, invoices.receiver_rfc, invoices.issue_date, invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clab"
variants_506,506,none,csv_dir,-,heldout,identical,0,True,True,4,4,4,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_506,506,none,csv_messy,-,heldout,identical,0,True,True,4,4,4,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_506,506,none,csv_bom_tab,-,heldout,identical,0,True,True,4,4,4,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_506,506,none,csv_zip,-,heldout,identical,0,True,True,4,4,4,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_506,506,none,xlsx,-,heldout,identical,0,True,True,4,4,4,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_506,506,none,xlsx_messy,-,heldout,identical,0,True,True,4,4,4,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_506,506,none,xlsx_zip,-,heldout,identical,0,True,True,4,4,4,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_506,506,none,xlsx_numeric_clabe,-,heldout,degraded,0,True,False,4,4,2,8,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=224;bank_txns.to_clabe=224;employees.bank_clabe=22;vendors.bank_clabe=41,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
variants_506,506,none,single_csv,-,heldout,degraded,0,True,False,4,4,0,8,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
variants_507,507,rename_tables,sqlite,rename_tables,heldout,identical,0,True,True,4,4,4,4,0,0,fail,False,pass,,,adapted,,0,0,True,
variants_507,507,rename_columns,sqlite,rename_columns,heldout,identical,0,False,False,4,4,3,4,0,0,crash,False,pass,,,adapted,threshold_splitting,0,0,True,
variants_507,507,reorder_columns,sqlite,reorder_columns,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_507,507,extra_columns,sqlite,extra_columns,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_507,507,date_formats,sqlite,date_formats,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_507,507,amount_text,sqlite,amount_text,heldout,identical,0,True,True,4,4,4,4,0,0,crash,False,pass,,,adapted,,0,0,True,
variants_507,507,status_alternates,sqlite,status_alternates,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_507,507,rfc_prefix,sqlite,rfc_prefix,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_507,507,emp_id_format,sqlite,emp_id_format,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_507,507,emp_ref_format,sqlite,emp_ref_format,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_507,507,clabe_numeric,sqlite,clabe_numeric,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_507,507,null_tokens,sqlite,null_tokens,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_507,507,id_formats,sqlite,id_formats,heldout,identical,0,True,True,4,4,4,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_507,507,combo,sqlite,rfc_prefix+clabe_numeric+null_tokens+rename_columns+reorder_columns,heldout,identical,0,False,False,4,4,2,4,0,0,crash,False,pass,,,adapted,kickback;threshold_splitting,2,0,True,
variants_507,507,drop_optional,sqlite,drop_optional,heldout,degraded,0,True,False,4,4,4,4,0,0,pass,True,pass,,,adapted,revenue_inflation,0,0,True,
variants_507,507,drop_required,sqlite,drop_required,heldout,error,2,True,,4,4,,4,0,,,,,,,,,,,,"error: estate structure: required fields invoices.issuer_rfc could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc"
variants_507,507,none,csv_dir,-,heldout,identical,0,True,True,4,4,4,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
