base,seed,kind,format,applied,vocab,expect,exit_code,outcome_ok,identical,planted,orig_found,found,decoys,orig_decoys_accused,decoys_accused,validator_vs_mutated,validator_compatible_expected,validator_vs_export,precision_lost,missed_outside_disabled,structure_status,disabled_schemes,low_confidence,llm_assist_calls,deterministic,error_message
seed_2,2,rename_columns,sqlite,rename_columns,tuning,identical,0,True,True,4,4,4,9,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_2,2,reorder_columns,sqlite,reorder_columns,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_2,2,extra_columns,sqlite,extra_columns,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,date_formats,sqlite,date_formats,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,amount_text,sqlite,amount_text,tuning,identical,0,True,True,4,4,4,9,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_2,2,status_alternates,sqlite,status_alternates,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,rfc_prefix,sqlite,rfc_prefix,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,emp_id_format,sqlite,emp_id_format,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_2,2,emp_ref_format,sqlite,emp_ref_format,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,clabe_numeric,sqlite,clabe_numeric,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,null_tokens,sqlite,null_tokens,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,id_formats,sqlite,id_formats,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,combo,sqlite,emp_id_format+clabe_numeric+id_formats+reorder_columns+extra_columns,tuning,identical,0,True,True,4,4,4,9,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_2,2,drop_optional,sqlite,drop_optional,tuning,degraded,0,True,False,4,4,4,9,0,0,pass,True,pass,,,adapted,kickback,0,0,True,
seed_2,2,drop_required,sqlite,drop_required,tuning,error,2,True,,4,4,,9,0,,,,,,,,,,,,"error: estate structure: required fields invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc, sta"
seed_2,2,none,csv_dir,-,tuning,identical,0,True,True,4,4,4,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_2,2,none,csv_messy,-,tuning,identical,0,True,True,4,4,4,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_2,2,none,csv_bom_tab,-,tuning,identical,0,True,True,4,4,4,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_2,2,none,csv_zip,-,tuning,identical,0,True,True,4,4,4,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_2,2,none,xlsx,-,tuning,identical,0,True,True,4,4,4,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_2,2,none,xlsx_messy,-,tuning,identical,0,True,True,4,4,4,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_2,2,none,xlsx_zip,-,tuning,identical,0,True,True,4,4,4,9,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_2,2,none,xlsx_numeric_clabe,-,tuning,degraded,0,True,False,4,4,2,9,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=214;bank_txns.to_clabe=214;employees.bank_clabe=22;vendors.bank_clabe=43,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_2,2,none,single_csv,-,tuning,degraded,0,True,False,4,4,0,9,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
seed_3,3,rename_tables,sqlite,rename_tables,tuning,identical,0,True,True,3,3,3,7,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_3,3,rename_columns,sqlite,rename_columns,tuning,identical,0,True,True,3,3,3,7,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_3,3,reorder_columns,sqlite,reorder_columns,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_3,3,extra_columns,sqlite,extra_columns,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,date_formats,sqlite,date_formats,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,amount_text,sqlite,amount_text,tuning,identical,0,True,True,3,3,3,7,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_3,3,status_alternates,sqlite,status_alternates,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,rfc_prefix,sqlite,rfc_prefix,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,emp_id_format,sqlite,emp_id_format,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_3,3,emp_ref_format,sqlite,emp_ref_format,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,clabe_numeric,sqlite,clabe_numeric,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,null_tokens,sqlite,null_tokens,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,id_formats,sqlite,id_formats,tuning,identical,0,True,True,3,3,3,7,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_3,3,combo,sqlite,emp_id_format+null_tokens+rename_columns+extra_columns,tuning,identical,0,True,True,3,3,3,7,0,0,crash,False,pass,,,adapted,,1,0,True,
seed_3,3,drop_optional,sqlite,drop_optional,tuning,degraded,0,True,False,3,3,2,7,0,0,pass,True,pass,,,adapted,kickback,0,0,True,
seed_3,3,drop_required,sqlite,drop_required,tuning,error,2,True,,3,3,,7,0,,,,,,,,,,,,"error: estate structure: required fields invoices.uuid, invoices.issuer_rfc, invoices.receiver_rfc, invoices.issue_date, invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clab"
seed_3,3,none,csv_dir,-,tuning,identical,0,True,True,3,3,3,7,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_3,3,none,csv_messy,-,tuning,identical,0,True,True,3,3,3,7,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_3,3,none,csv_bom_tab,-,tuning,identical,0,True,True,3,3,3,7,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_3,3,none,csv_zip,-,tuning,identical,0,True,True,3,3,3,7,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_3,3,none,xlsx,-,tuning,identical,0,True,True,3,3,3,7,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_3,3,none,xlsx_messy,-,tuning,identical,0,True,True,3,3,3,7,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_3,3,none,xlsx_zip,-,tuning,identical,0,True,True,3,3,3,7,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_3,3,none,xlsx_numeric_clabe,-,tuning,degraded,0,True,False,3,3,1,7,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=231;bank_txns.to_clabe=231;employees.bank_clabe=22;vendors.bank_clabe=39,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_3,3,none,single_csv,-,tuning,degraded,0,True,False,3,3,0,7,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
seed_4,4,rename_tables,sqlite,rename_tables,tuning,identical,0,True,True,3,3,3,8,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_4,4,rename_columns,sqlite,rename_columns,tuning,identical,0,True,True,3,3,3,8,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_4,4,reorder_columns,sqlite,reorder_columns,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_4,4,extra_columns,sqlite,extra_columns,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_4,4,date_formats,sqlite,date_formats,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_4,4,amount_text,sqlite,amount_text,tuning,identical,0,True,True,3,3,3,8,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_4,4,status_alternates,sqlite,status_alternates,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_4,4,rfc_prefix,sqlite,rfc_prefix,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_4,4,emp_id_format,sqlite,emp_id_format,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_4,4,emp_ref_format,sqlite,emp_ref_format,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_4,4,clabe_numeric,sqlite,clabe_numeric,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_4,4,null_tokens,sqlite,null_tokens,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_4,4,id_formats,sqlite,id_formats,tuning,identical,0,True,True,3,3,3,8,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_4,4,combo,sqlite,amount_text+emp_id_format+clabe_numeric+rename_tables+rename_columns,tuning,identical,0,True,True,3,3,3,8,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_4,4,drop_optional,sqlite,drop_optional,tuning,degraded,0,True,False,3,3,3,8,0,0,pass,True,pass,,,adapted,kickback,0,0,True,
seed_4,4,drop_required,sqlite,drop_required,tuning,error,2,True,,3,3,,8,0,,,,,,,,,,,,"error: estate structure: required fields invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc, sta"
seed_4,4,none,csv_dir,-,tuning,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_4,4,none,csv_messy,-,tuning,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_4,4,none,csv_bom_tab,-,tuning,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_4,4,none,csv_zip,-,tuning,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_4,4,none,xlsx,-,tuning,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_4,4,none,xlsx_messy,-,tuning,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_4,4,none,xlsx_zip,-,tuning,identical,0,True,True,3,3,3,8,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_4,4,none,xlsx_numeric_clabe,-,tuning,degraded,0,True,False,3,3,1,8,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=209;bank_txns.to_clabe=209;employees.bank_clabe=22;vendors.bank_clabe=41,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_4,4,none,single_csv,-,tuning,degraded,0,True,False,3,3,0,8,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
seed_5,5,rename_tables,sqlite,rename_tables,tuning,identical,0,True,True,3,3,3,5,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_5,5,rename_columns,sqlite,rename_columns,tuning,identical,0,True,True,3,3,3,5,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_5,5,reorder_columns,sqlite,reorder_columns,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_5,5,extra_columns,sqlite,extra_columns,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_5,5,date_formats,sqlite,date_formats,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_5,5,amount_text,sqlite,amount_text,tuning,identical,0,True,True,3,3,3,5,0,0,crash,False,pass,,,adapted,,0,0,True,
seed_5,5,status_alternates,sqlite,status_alternates,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_5,5,rfc_prefix,sqlite,rfc_prefix,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_5,5,emp_id_format,sqlite,emp_id_format,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_5,5,emp_ref_format,sqlite,emp_ref_format,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_5,5,clabe_numeric,sqlite,clabe_numeric,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_5,5,null_tokens,sqlite,null_tokens,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
seed_5,5,id_formats,sqlite,id_formats,tuning,identical,0,True,True,3,3,3,5,0,0,pass,True,pass,,,adapted,,0,0,True,
seed_5,5,combo,sqlite,emp_id_format+null_tokens+id_formats+rename_tables+rename_columns,tuning,identical,0,True,True,3,3,3,5,0,0,fail,False,pass,,,adapted,,0,0,True,
seed_5,5,drop_optional,sqlite,drop_optional,tuning,degraded,0,True,False,3,3,3,5,0,0,pass,False,pass,,,adapted,phantom_vendor;threshold_splitting,0,0,True,
seed_5,5,drop_required,sqlite,drop_required,tuning,error,2,True,,3,3,,5,0,,,,,,,,,,,,"error: estate structure: required fields invoices.issuer_rfc could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc"
seed_5,5,none,csv_dir,-,tuning,identical,0,True,True,3,3,3,5,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_5,5,none,csv_messy,-,tuning,identical,0,True,True,3,3,3,5,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_5,5,none,csv_bom_tab,-,tuning,identical,0,True,True,3,3,3,5,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_5,5,none,csv_zip,-,tuning,identical,0,True,True,3,3,3,5,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_5,5,none,xlsx,-,tuning,identical,0,True,True,3,3,3,5,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_5,5,none,xlsx_messy,-,tuning,identical,0,True,True,3,3,3,5,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_5,5,none,xlsx_zip,-,tuning,identical,0,True,True,3,3,3,5,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
seed_5,5,none,xlsx_numeric_clabe,-,tuning,degraded,0,True,False,3,3,0,5,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=203;bank_txns.to_clabe=203;employees.bank_clabe=22;vendors.bank_clabe=38,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
seed_5,5,none,single_csv,-,tuning,degraded,0,True,False,3,3,0,5,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
variants_1,1,rename_tables,sqlite,rename_tables,tuning,identical,0,True,True,5,5,5,4,0,0,fail,False,pass,,,adapted,,0,0,True,
variants_1,1,rename_columns,sqlite,rename_columns,tuning,identical,0,True,True,5,5,5,4,0,0,crash,False,pass,,,adapted,,0,0,True,
variants_1,1,reorder_columns,sqlite,reorder_columns,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_1,1,extra_columns,sqlite,extra_columns,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,date_formats,sqlite,date_formats,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,amount_text,sqlite,amount_text,tuning,identical,0,True,True,5,5,5,4,0,0,crash,False,pass,,,adapted,,0,0,True,
variants_1,1,status_alternates,sqlite,status_alternates,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,rfc_prefix,sqlite,rfc_prefix,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,emp_id_format,sqlite,emp_id_format,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_1,1,emp_ref_format,sqlite,emp_ref_format,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,clabe_numeric,sqlite,clabe_numeric,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,null_tokens,sqlite,null_tokens,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,id_formats,sqlite,id_formats,tuning,identical,0,True,True,5,5,5,4,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_1,1,combo,sqlite,emp_ref_format+clabe_numeric+null_tokens+rename_columns+reorder_columns,tuning,identical,0,True,True,5,5,5,4,0,0,crash,False,pass,,,adapted,,0,0,True,
variants_1,1,drop_optional,sqlite,drop_optional,tuning,degraded,0,True,False,5,5,4,4,0,0,pass,True,pass,,,adapted,revenue_inflation,0,0,True,
variants_1,1,drop_required,sqlite,drop_required,tuning,error,2,True,,5,5,,4,0,,,,,,,,,,,,"error: estate structure: required fields invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc, sta"
variants_1,1,none,csv_dir,-,tuning,identical,0,True,True,5,5,5,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_1,1,none,csv_messy,-,tuning,identical,0,True,True,5,5,5,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_1,1,none,csv_bom_tab,-,tuning,identical,0,True,True,5,5,5,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_1,1,none,csv_zip,-,tuning,identical,0,True,True,5,5,5,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_1,1,none,xlsx,-,tuning,identical,0,True,True,5,5,5,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_1,1,none,xlsx_messy,-,tuning,identical,0,True,True,5,5,5,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_1,1,none,xlsx_zip,-,tuning,identical,0,True,True,5,5,5,4,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_1,1,none,xlsx_numeric_clabe,-,tuning,degraded,0,True,False,5,5,2,4,0,0,n/a (not SQLite),False,pass,bank_txns.from_clabe=197;bank_txns.to_clabe=197;employees.bank_clabe=22;vendors.bank_clabe=39,,adapted,kickback;round_tripping;revenue_inflation,0,0,True,
variants_1,1,none,single_csv,-,tuning,degraded,0,True,False,5,5,0,4,0,0,n/a (not SQLite),False,pass,,,adapted,phantom_vendor;kickback;round_tripping;threshold_splitting;revenue_inflation,0,0,True,
variants_2,2,rename_tables,sqlite,rename_tables,tuning,identical,0,True,True,3,3,3,10,0,0,fail,False,pass,,,adapted,,0,0,True,
variants_2,2,rename_columns,sqlite,rename_columns,tuning,identical,0,True,True,3,3,3,10,0,0,crash,False,pass,,,adapted,,0,0,True,
variants_2,2,reorder_columns,sqlite,reorder_columns,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_2,2,extra_columns,sqlite,extra_columns,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,date_formats,sqlite,date_formats,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,amount_text,sqlite,amount_text,tuning,identical,0,True,True,3,3,3,10,0,0,crash,False,pass,,,adapted,,0,0,True,
variants_2,2,status_alternates,sqlite,status_alternates,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,rfc_prefix,sqlite,rfc_prefix,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,emp_id_format,sqlite,emp_id_format,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_2,2,emp_ref_format,sqlite,emp_ref_format,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,clabe_numeric,sqlite,clabe_numeric,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,null_tokens,sqlite,null_tokens,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,n/a (identity),,,identity,,0,0,True,
variants_2,2,id_formats,sqlite,id_formats,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,combo,sqlite,emp_id_format+clabe_numeric+id_formats+reorder_columns+extra_columns,tuning,identical,0,True,True,3,3,3,10,0,0,pass,True,pass,,,adapted,,0,0,True,
variants_2,2,drop_optional,sqlite,drop_optional,tuning,degraded,0,True,False,3,3,2,10,0,0,pass,True,pass,,,adapted,kickback,0,0,True,
variants_2,2,drop_required,sqlite,drop_required,tuning,error,2,True,,3,3,,10,0,,,,,,,,,,,,"error: estate structure: required fields invoices.total could not be located. Without them no finding can cite or reconcile an invoice, so the run stops instead of guessing. Tables seen: bank_txns(txn_id, date, from_clabe, to_clabe, amount, reference, channel); contracts(contract_id, vendor_rfc, sta"
variants_2,2,none,csv_dir,-,tuning,identical,0,True,True,3,3,3,10,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_2,2,none,csv_messy,-,tuning,identical,0,True,True,3,3,3,10,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
variants_2,2,none,csv_bom_tab,-,tuning,identical,0,True,True,3,3,3,10,0,0,n/a (not SQLite),False,pass,,,adapted,,0,0,True,
